address,type_house,type_forrent,area,floor,furniture,condition,price
"122 Lý Thường Kiệt, Q10",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,2300000.0
"8 Lý Tự Trọng, Q3",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1400000.0
"80 Phạm Văn Đồng, Q6",phòng trọ,cho thuê,10.0,0,cơ bản,cũ,1300000.0
"32 Đồng Khởi, Q2",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,1000000.0
"179 Trần Hưng Đạo, Q8",nhà nguyên căn,cho thuê,33.0,2,cơ bản,cũ,9200000.0
"97 Võ Nguyên Giáp, Q1",phòng trọ,cho thuê,16.0,0,không có,cũ,2400000.0
"20 Âu Cơ, Q3",nhà nguyên căn,bán,33.0,5,đầy đủ,cũ,6585400000.0
"139 Phạm Văn Đồng, Q9",văn phòng,cho thuê,595.0,8,không có,cũ,811500000.0
"102 Mai Chí Thọ, Q1",văn phòng,cho thuê,425.0,1,không có,mới,272000000.0
"61 Xô Viết Nghệ Tĩnh, Q7",chung cư,bán,84.0,19,đầy đủ,tốt,3856200000.0
"92 Lê Duẩn, Q6",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,1900000.0
"137 Hùng Vương, Q9",phòng trọ,cho thuê,19.0,0,không có,mới,2500000.0
"163 Mê Linh, Q1",phòng trọ,cho thuê,14.0,0,không có,mới,2400000.0
"162 Hai Bà Trưng, Q1",phòng trọ,cho thuê,18.0,0,không có,mới,2700000.0
"4 Nguyễn Trãi, Q8",văn phòng,cho thuê,395.0,17,cơ bản,cũ,167800000.0
"172 Võ Nguyên Giáp, Q4",phòng trọ,cho thuê,13.0,0,không có,mới,1800000.0
"154 Cách Mạng Tháng Tám, Q3",nhà nguyên căn,cho thuê,32.0,2,không có,mới,8700000.0
"155 Phạm Văn Đồng, Q3",phòng trọ,cho thuê,10.0,0,không có,cũ,1100000.0
"80 Hai Bà Trưng, Q9",nhà nguyên căn,cho thuê,30.0,1,không có,cũ,2900000.0
"92 Công xã Paris, Q8",phòng trọ,cho thuê,9.0,0,không có,cũ,900000.0
"66 Nguyễn Huệ, Q9",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,1900000.0
"121 Hùng Vương, Q2",phòng trọ,cho thuê,9.0,0,không có,mới,800000.0
"107 Công xã Paris, Q4",phòng trọ,cho thuê,17.0,0,cơ bản,mới,1500000.0
"126 Quốc tế, Q8",phòng trọ,cho thuê,20.0,0,cơ bản,cũ,1600000.0
"173 Xô Viết Nghệ Tĩnh, Q9",phòng trọ,cho thuê,9.0,0,đầy đủ,mới,1600000.0
"26 Võ Chí Công, Q3",văn phòng,cho thuê,480.0,3,cơ bản,tốt,870600000.0
"15 Nam Kỳ Khởi Nghĩa, Q6",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,3600000.0
"25 Cách Mạng Tháng Tám, Q4",phòng trọ,cho thuê,17.0,0,đầy đủ,cũ,2300000.0
"60 Tôn Đức Thắng, Q2",văn phòng,cho thuê,490.0,17,không có,mới,530100000.0
"184 Dân Chủ, Q10",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,3400000.0
"66 Lý Tự Trọng, Q6",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,2000000.0
"78 Âu Cơ, Q6",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2600000.0
"170 Lê Lợi, Q4",phòng trọ,cho thuê,15.0,0,đầy đủ,mới,2000000.0
"105 Xô Viết Nghệ Tĩnh, Q7",phòng trọ,cho thuê,10.0,0,cơ bản,tốt,1000000.0
"93 Xô Viết Nghệ Tĩnh, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,1700000.0
"5 Lê Văn Duyệt, Q2",phòng trọ,cho thuê,14.0,0,không có,mới,800000.0
"100 Lũy Bán Bích, Q4",phòng trọ,cho thuê,13.0,0,không có,tốt,1400000.0
"12 Hai Bà Trưng, Q4",phòng trọ,cho thuê,17.0,0,cơ bản,mới,1200000.0
"189 Võ Chí Công, Q6",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,1300000.0
"48 Hàm Nghi, Q6",phòng trọ,cho thuê,9.0,0,không có,cũ,600000.0
"167 Phạm Văn Đồng, Q2",nhà nguyên căn,cho thuê,38.0,5,không có,mới,19800000.0
"74 Hải Thượng Lãn Ông, Q6",nhà nguyên căn,bán,27.0,5,đầy đủ,mới,11537000000.0
"88 Võ Nguyên Giáp, Q8",văn phòng,cho thuê,345.0,15,không có,cũ,268200000.0
"146 Nguyễn Trãi, Q8",phòng trọ,cho thuê,12.0,0,cơ bản,cũ,1400000.0
"136 Phạm Ngũ Lão, Q2",phòng trọ,cho thuê,17.0,0,không có,mới,2000000.0
"49 Rừng Sác, Q2",phòng trọ,cho thuê,10.0,0,đầy đủ,cũ,1600000.0
"157 Mê Linh, Q6",phòng trọ,cho thuê,17.0,0,đầy đủ,mới,3300000.0
"5 Mê Linh, Q9",nhà nguyên căn,bán,35.0,2,đầy đủ,cũ,2849400000.0
"122 CMT8, Q1",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1500000.0
"84 Nguyễn Văn Linh, Q5",chung cư,bán,124.0,18,không có,mới,11174300000.0
"176 Võ Nguyên Giáp, Q7",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1200000.0
"177 Hùng Vương, Q10",chung cư,cho thuê,84.0,10,đầy đủ,tốt,16000000.0
"65 Hàm Nghi, Q4",văn phòng,bán,215.0,15,cơ bản,tốt,6691000000.0
"70 Trường Chinh, Q9",nhà nguyên căn,bán,42.0,3,đầy đủ,mới,3759500000.0
"195 Công xã Paris, Q4",nhà nguyên căn,bán,34.0,2,cơ bản,tốt,4646500000.0
"18 Rừng Sác, Q4",văn phòng,cho thuê,315.0,1,không có,cũ,293000000.0
"39 Đồng Khởi, Q3",nhà nguyên căn,cho thuê,34.0,5,đầy đủ,cũ,20100000.0
"140 Xô Viết Nghệ Tĩnh, Q2",phòng trọ,cho thuê,20.0,0,đầy đủ,mới,3200000.0
"22 Mê Linh, Q10",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,1300000.0
"163 Phạm Ngũ Lão, Q4",chung cư,bán,70.0,11,đầy đủ,cũ,3463600000.0
"124 Lý Tự Trọng, Q9",phòng trọ,cho thuê,20.0,0,không có,cũ,2300000.0
"50 Quốc tế, Q8",nhà nguyên căn,cho thuê,41.0,4,không có,cũ,17500000.0
"156 Nguyễn Văn Linh, Q4",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1200000.0
"101 Lê Lợi, Q9",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,1700000.0
"81 Trường Chinh, Q2",chung cư,bán,120.0,17,đầy đủ,tốt,5445200000.0
"161 Dân Chủ, Q8",phòng trọ,cho thuê,18.0,0,không có,cũ,1800000.0
"110 Lý Thường Kiệt, Q1",nhà nguyên căn,bán,42.0,4,đầy đủ,tốt,16262100000.0
"84 Lạc Long Quân, Q1",phòng trọ,cho thuê,12.0,0,cơ bản,cũ,2000000.0
"199 Võ Nguyên Giáp, Q5",phòng trọ,cho thuê,20.0,0,đầy đủ,tốt,1700000.0
"182 Trường Chinh, Q3",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,900000.0
"74 Võ Chí Công, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1900000.0
"73 Rừng Sác, Q3",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,2700000.0
"147 Hàm Nghi, Q3",văn phòng,cho thuê,495.0,15,đầy đủ,mới,378400000.0
"159 Trường Chinh, Q9",phòng trọ,cho thuê,18.0,0,không có,tốt,1900000.0
"70 Hùng Vương, Q2",nhà nguyên căn,cho thuê,39.0,1,đầy đủ,mới,4900000.0
"14 Hàm Nghi, Q6",phòng trọ,cho thuê,18.0,0,không có,cũ,1200000.0
"119 Quốc tế, Q2",phòng trọ,cho thuê,15.0,0,không có,cũ,2000000.0
"89 Âu Cơ, Q5",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,1700000.0
"169 Hàm Nghi, Q1",phòng trọ,cho thuê,16.0,0,đầy đủ,cũ,2700000.0
"58 Trần Hưng Đạo, Q3",phòng trọ,cho thuê,19.0,0,không có,cũ,2900000.0
"184 Phạm Văn Đồng, Q7",phòng trọ,cho thuê,10.0,0,không có,tốt,600000.0
"57 Tôn Đức Thắng, Q2",chung cư,bán,124.0,18,cơ bản,mới,6221500000.0
"111 Công xã Paris, Q8",nhà nguyên căn,bán,42.0,4,cơ bản,tốt,4642700000.0
"22 Hùng Vương, Q6",nhà nguyên căn,cho thuê,38.0,3,cơ bản,mới,20600000.0
"151 Hai Bà Trưng, Q10",phòng trọ,cho thuê,17.0,0,không có,cũ,2500000.0
"137 Nguyễn Huệ, Q10",phòng trọ,cho thuê,17.0,0,cơ bản,mới,3200000.0
"128 Bùi Viện, Q7",phòng trọ,cho thuê,19.0,0,không có,mới,2300000.0
"80 Đồng Khởi, Q6",phòng trọ,cho thuê,18.0,0,cơ bản,tốt,1900000.0
"78 Pasteur, Q5",nhà nguyên căn,bán,40.0,2,đầy đủ,cũ,6091700000.0
"102 Quốc tế, Q2",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1800000.0
"13 Lê Duẩn, Q4",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,800000.0
"15 Phạm Ngũ Lão, Q4",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,1500000.0
"132 Âu Cơ, Q6",phòng trọ,cho thuê,18.0,0,đầy đủ,mới,3100000.0
"160 Bùi Viện, Q3",nhà nguyên căn,cho thuê,45.0,3,cơ bản,cũ,18500000.0
"66 Võ Chí Công, Q7",chung cư,bán,65.0,1,đầy đủ,cũ,4502000000.0
"177 Hải Thượng Lãn Ông, Q2",văn phòng,cho thuê,425.0,19,cơ bản,tốt,220900000.0
"29 Phạm Văn Đồng, Q9",phòng trọ,cho thuê,16.0,0,không có,mới,1300000.0
"104 Lũy Bán Bích, Q8",nhà nguyên căn,cho thuê,40.0,2,đầy đủ,cũ,11200000.0
"175 CMT8, Q2",phòng trọ,cho thuê,19.0,0,không có,cũ,1800000.0
"145 Lê Lợi, Q5",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,900000.0
"180 Lam Sơn, Q5",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,1600000.0
"102 Hàm Nghi, Q6",phòng trọ,cho thuê,10.0,0,không có,tốt,800000.0
"88 CMT8, Q9",phòng trọ,cho thuê,12.0,0,không có,cũ,1600000.0
"63 Hàm Nghi, Q4",phòng trọ,cho thuê,11.0,0,không có,mới,1300000.0
"33 Lý Thường Kiệt, Q8",phòng trọ,cho thuê,13.0,0,cơ bản,tốt,1100000.0
"148 Âu Cơ, Q8",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1400000.0
"189 Lũy Bán Bích, Q2",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,2700000.0
"63 Xô Viết Nghệ Tĩnh, Q4",phòng trọ,cho thuê,18.0,0,không có,tốt,1800000.0
"187 Dân Chủ, Q10",phòng trọ,cho thuê,20.0,0,không có,mới,3800000.0
"61 Pasteur, Q5",phòng trọ,cho thuê,14.0,0,không có,tốt,1600000.0
"34 Âu Cơ, Q4",phòng trọ,cho thuê,17.0,0,không có,tốt,2100000.0
"121 Pasteur, Q6",phòng trọ,cho thuê,15.0,0,đầy đủ,cũ,1500000.0
"149 Trần Hưng Đạo, Q1",phòng trọ,cho thuê,11.0,0,cơ bản,mới,1300000.0
"145 Rừng Sác, Q3",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,2100000.0
"22 Võ Nguyên Giáp, Q2",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,2000000.0
"110 Hùng Vương, Q6",phòng trọ,cho thuê,12.0,0,không có,mới,1700000.0
"180 Nguyễn Văn Linh, Q1",phòng trọ,cho thuê,9.0,0,không có,mới,700000.0
"160 Hàm Nghi, Q8",phòng trọ,cho thuê,14.0,0,không có,mới,1000000.0
"55 Mai Chí Thọ, Q8",phòng trọ,cho thuê,16.0,0,không có,cũ,1000000.0
"166 Nguyễn Văn Linh, Q5",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,2500000.0
"199 CMT8, Q3",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,3000000.0
"94 Nam Kỳ Khởi Nghĩa, Q1",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,1500000.0
"51 Nguyễn Thị Minh Khai, Q4",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,700000.0
"168 Hùng Vương, Q8",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1200000.0
"164 Nguyễn Hữu Cảnh, Q2",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,2600000.0
"170 Hai Bà Trưng, Q3",phòng trọ,cho thuê,10.0,0,cơ bản,cũ,1500000.0
"75 Lê Văn Duyệt, Q5",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1500000.0
"140 Hai Bà Trưng, Q9",chung cư,bán,90.0,10,không có,tốt,2381900000.0
"58 Pasteur, Q2",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1400000.0
"178 Võ Nguyên Giáp, Q7",phòng trọ,cho thuê,11.0,0,cơ bản,cũ,1400000.0
"152 Hùng Vương, Q1",phòng trọ,cho thuê,17.0,0,đầy đủ,cũ,2300000.0
"90 Xô Viết Nghệ Tĩnh, Q7",nhà nguyên căn,bán,27.0,5,không có,cũ,8333700000.0
"131 Hàm Nghi, Q1",chung cư,bán,120.0,14,cơ bản,tốt,9041800000.0
"70 Lũy Bán Bích, Q8",phòng trọ,cho thuê,17.0,0,không có,cũ,2100000.0
"119 Nguyễn Trãi, Q5",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1200000.0
"71 Lê Lợi, Q7",phòng trọ,cho thuê,14.0,0,cơ bản,cũ,1600000.0
"104 Công xã Paris, Q2",phòng trọ,cho thuê,16.0,0,cơ bản,cũ,2100000.0
"13 Cách Mạng Tháng Tám, Q10",phòng trọ,cho thuê,9.0,0,không có,tốt,600000.0
"22 Tôn Đức Thắng, Q4",nhà nguyên căn,cho thuê,44.0,5,cơ bản,mới,34100000.0
"100 Phạm Văn Đồng, Q9",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,3100000.0
"143 Trần Hưng Đạo, Q6",phòng trọ,cho thuê,10.0,0,đầy đủ,tốt,1100000.0
"152 Trường Chinh, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,cũ,1300000.0
"20 Châu Văn Liêm, Q3",nhà nguyên căn,cho thuê,32.0,1,cơ bản,tốt,2800000.0
"150 Công xã Paris, Q1",phòng trọ,cho thuê,18.0,0,không có,cũ,1300000.0
"174 Nguyễn Văn Linh, Q6",nhà nguyên căn,bán,40.0,1,cơ bản,mới,3261200000.0
"176 Lê Lợi, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,mới,2100000.0
"113 Châu Văn Liêm, Q5",chung cư,cho thuê,124.0,17,không có,mới,17200000.0
"159 CMT8, Q9",phòng trọ,cho thuê,12.0,0,đầy đủ,mới,1000000.0
"161 Võ Nguyên Giáp, Q7",nhà nguyên căn,bán,31.0,3,không có,cũ,4058200000.0
"3 Đồng Khởi, Q8",phòng trọ,cho thuê,11.0,0,không có,mới,1600000.0
"94 Lê Lợi, Q5",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1500000.0
"15 Phạm Ngũ Lão, Q9",chung cư,bán,65.0,8,không có,cũ,3678900000.0
"130 Hai Bà Trưng, Q9",phòng trọ,cho thuê,16.0,0,không có,mới,1500000.0
"162 Nguyễn Trãi, Q6",nhà nguyên căn,cho thuê,43.0,2,không có,mới,8600000.0
"39 Nguyễn Văn Linh, Q10",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1100000.0
"182 Hai Bà Trưng, Q2",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,900000.0
"99 Xô Viết Nghệ Tĩnh, Q4",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,2000000.0
"134 Nguyễn Hữu Cảnh, Q6",phòng trọ,cho thuê,9.0,0,đầy đủ,mới,1100000.0
"119 Lê Lợi, Q6",nhà nguyên căn,bán,28.0,4,không có,cũ,3272000000.0
"135 Phạm Văn Đồng, Q2",phòng trọ,cho thuê,9.0,0,cơ bản,mới,700000.0
"135 Trường Chinh, Q7",phòng trọ,cho thuê,9.0,0,đầy đủ,cũ,500000.0
"134 Võ Chí Công, Q6",nhà nguyên căn,cho thuê,28.0,2,không có,mới,5300000.0
"89 Xô Viết Nghệ Tĩnh, Q8",văn phòng,cho thuê,410.0,3,cơ bản,cũ,275300000.0
"109 Lạc Long Quân, Q3",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,2500000.0
"143 Quách Thị Trang, Q6",nhà nguyên căn,cho thuê,29.0,1,cơ bản,mới,5400000.0
"143 Cách Mạng Tháng Tám, Q7",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,2200000.0
"192 Bùi Viện, Q4",văn phòng,cho thuê,125.0,4,đầy đủ,mới,146300000.0
"5 Nguyễn Trãi, Q6",phòng trọ,cho thuê,9.0,0,đầy đủ,mới,1300000.0
"26 Nguyễn Thị Minh Khai, Q2",chung cư,bán,70.0,9,đầy đủ,tốt,3806400000.0
"158 Đồng Khởi, Q9",chung cư,bán,90.0,9,đầy đủ,tốt,4695800000.0
"41 Hải Thượng Lãn Ông, Q2",phòng trọ,cho thuê,18.0,0,không có,mới,2600000.0
"199 Lê Lợi, Q5",phòng trọ,cho thuê,15.0,0,không có,mới,1100000.0
"38 Quốc tế, Q1",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,2300000.0
"128 Lạc Long Quân, Q9",phòng trọ,cho thuê,9.0,0,không có,mới,1100000.0
"132 Hải Thượng Lãn Ông, Q5",phòng trọ,cho thuê,12.0,0,không có,mới,1000000.0
"32 Châu Văn Liêm, Q2",phòng trọ,cho thuê,16.0,0,đầy đủ,tốt,2400000.0
"126 Tôn Đức Thắng, Q3",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,2300000.0
"82 Lạc Long Quân, Q1",chung cư,bán,124.0,6,đầy đủ,tốt,9964800000.0
"82 Xô Viết Nghệ Tĩnh, Q4",phòng trọ,cho thuê,17.0,0,cơ bản,cũ,1500000.0
"2 Phạm Ngũ Lão, Q8",phòng trọ,cho thuê,14.0,0,không có,mới,2000000.0
"58 Lý Thường Kiệt, Q5",phòng trọ,cho thuê,19.0,0,không có,tốt,1100000.0
"116 Trường Chinh, Q5",nhà nguyên căn,bán,44.0,4,cơ bản,tốt,14433000000.0
"126 Quách Thị Trang, Q6",phòng trọ,cho thuê,11.0,0,cơ bản,tốt,1600000.0
"31 Phạm Văn Đồng, Q9",phòng trọ,cho thuê,10.0,0,không có,mới,1000000.0
"140 Nguyễn Văn Linh, Q6",phòng trọ,cho thuê,18.0,0,không có,cũ,2400000.0
"96 Võ Nguyên Giáp, Q8",phòng trọ,cho thuê,11.0,0,không có,mới,1000000.0
"19 Lê Văn Duyệt, Q9",phòng trọ,cho thuê,11.0,0,không có,cũ,900000.0
"22 Công xã Paris, Q6",phòng trọ,cho thuê,13.0,0,đầy đủ,tốt,2200000.0
"186 CMT8, Q7",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1500000.0
"136 Châu Văn Liêm, Q9",phòng trọ,cho thuê,18.0,0,đầy đủ,cũ,1600000.0
"128 Lạc Long Quân, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,1100000.0
"75 Lạc Long Quân, Q3",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,3400000.0
"9 Tôn Đức Thắng, Q2",nhà nguyên căn,bán,28.0,5,cơ bản,mới,10831900000.0
"70 Quách Thị Trang, Q4",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1100000.0
"160 Lê Duẩn, Q5",nhà nguyên căn,cho thuê,42.0,2,cơ bản,cũ,8000000.0
"159 Rừng Sác, Q9",phòng trọ,cho thuê,15.0,0,cơ bản,cũ,700000.0
"170 Cách Mạng Tháng Tám, Q4",nhà nguyên căn,bán,39.0,5,cơ bản,mới,8658000000.0
"182 Nguyễn Văn Linh, Q1",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,1600000.0
"67 Võ Chí Công, Q6",phòng trọ,cho thuê,9.0,0,không có,mới,500000.0
"47 Trường Chinh, Q2",chung cư,bán,124.0,16,đầy đủ,mới,5049800000.0
"5 Công xã Paris, Q6",phòng trọ,cho thuê,16.0,0,không có,tốt,1000000.0
"143 Dân Chủ, Q6",phòng trọ,cho thuê,14.0,0,đầy đủ,cũ,2100000.0
"73 CMT8, Q9",phòng trọ,cho thuê,20.0,0,đầy đủ,tốt,3600000.0
"190 Lê Lợi, Q6",nhà nguyên căn,cho thuê,30.0,5,cơ bản,mới,22500000.0
"192 Nguyễn Hữu Cảnh, Q10",phòng trọ,cho thuê,12.0,0,cơ bản,mới,1900000.0
"40 Rừng Sác, Q3",chung cư,bán,120.0,17,cơ bản,cũ,6870000000.0
"68 Lê Lợi, Q6",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,1300000.0
"133 Phạm Ngũ Lão, Q9",phòng trọ,cho thuê,10.0,0,không có,cũ,1000000.0
"4 Xô Viết Nghệ Tĩnh, Q5",phòng trọ,cho thuê,16.0,0,cơ bản,tốt,1500000.0
"4 Hai Bà Trưng, Q1",phòng trọ,cho thuê,11.0,0,không có,mới,1500000.0
"22 Lê Lợi, Q2",phòng trọ,cho thuê,19.0,0,không có,mới,1700000.0
"42 CMT8, Q1",phòng trọ,cho thuê,18.0,0,không có,cũ,2100000.0
"112 Võ Nguyên Giáp, Q1",chung cư,bán,75.0,3,cơ bản,mới,4032000000.0
"60 Pasteur, Q2",phòng trọ,cho thuê,14.0,0,đầy đủ,tốt,1800000.0
"4 Nguyễn Huệ, Q7",phòng trọ,cho thuê,19.0,0,đầy đủ,cũ,1800000.0
"104 Phạm Văn Đồng, Q8",phòng trọ,cho thuê,10.0,0,không có,cũ,1300000.0
"12 Đồng Khởi, Q10",phòng trọ,cho thuê,19.0,0,cơ bản,tốt,2700000.0
"194 Rừng Sác, Q2",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,1300000.0
"4 Nguyễn Thị Minh Khai, Q2",nhà nguyên căn,bán,28.0,1,đầy đủ,cũ,2050800000.0
"32 Lê Văn Duyệt, Q1",nhà nguyên căn,bán,28.0,1,cơ bản,mới,1933500000.0
"107 Rừng Sác, Q9",phòng trọ,cho thuê,13.0,0,cơ bản,cũ,1600000.0
"2 Lam Sơn, Q3",nhà nguyên căn,bán,40.0,5,không có,cũ,11223000000.0
"38 Lũy Bán Bích, Q7",phòng trọ,cho thuê,14.0,0,không có,cũ,1400000.0
"181 Mai Chí Thọ, Q8",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,3300000.0
"56 CMT8, Q9",phòng trọ,cho thuê,20.0,0,không có,mới,3000000.0
"31 Hải Thượng Lãn Ông, Q3",phòng trọ,cho thuê,15.0,0,không có,tốt,2300000.0
"141 Nam Kỳ Khởi Nghĩa, Q2",phòng trọ,cho thuê,15.0,0,đầy đủ,cũ,2400000.0
"173 Lam Sơn, Q6",phòng trọ,cho thuê,15.0,0,cơ bản,tốt,1700000.0
"30 Bùi Viện, Q1",phòng trọ,cho thuê,18.0,0,đầy đủ,tốt,3800000.0
"109 Nguyễn Huệ, Q7",nhà nguyên căn,cho thuê,44.0,5,cơ bản,tốt,30600000.0
"8 Hải Thượng Lãn Ông, Q9",phòng trọ,cho thuê,11.0,0,đầy đủ,cũ,1400000.0
"174 Tôn Đức Thắng, Q4",nhà nguyên căn,cho thuê,29.0,2,cơ bản,cũ,7600000.0
"57 Quốc tế, Q1",phòng trọ,cho thuê,10.0,0,cơ bản,mới,1000000.0
"74 CMT8, Q7",văn phòng,cho thuê,310.0,20,đầy đủ,cũ,526900000.0
"70 Nam Kỳ Khởi Nghĩa, Q7",phòng trọ,cho thuê,12.0,0,cơ bản,tốt,700000.0
"189 Âu Cơ, Q6",nhà nguyên căn,bán,30.0,5,đầy đủ,tốt,4500100000.0
"181 Xô Viết Nghệ Tĩnh, Q7",nhà nguyên căn,cho thuê,33.0,2,không có,mới,7000000.0
"128 Hùng Vương, Q7",phòng trọ,cho thuê,10.0,0,không có,mới,900000.0
"29 Nguyễn Thị Minh Khai, Q8",văn phòng,cho thuê,360.0,3,không có,tốt,195900000.0
"156 Lam Sơn, Q6",phòng trọ,cho thuê,11.0,0,đầy đủ,mới,1100000.0
"175 Lý Thường Kiệt, Q10",văn phòng,cho thuê,485.0,10,không có,mới,681900000.0
"168 Võ Nguyên Giáp, Q5",văn phòng,cho thuê,345.0,1,cơ bản,tốt,296500000.0
"192 Phạm Văn Đồng, Q8",phòng trọ,cho thuê,15.0,0,đầy đủ,tốt,2300000.0
"118 Nguyễn Trãi, Q2",văn phòng,cho thuê,510.0,13,đầy đủ,mới,774200000.0
"191 Cách Mạng Tháng Tám, Q8",phòng trọ,cho thuê,12.0,0,không có,tốt,900000.0
"81 Trần Hưng Đạo, Q7",chung cư,bán,84.0,7,đầy đủ,tốt,2531500000.0
"194 Âu Cơ, Q7",phòng trọ,cho thuê,15.0,0,không có,mới,800000.0
"140 Lý Tự Trọng, Q2",phòng trọ,cho thuê,14.0,0,không có,mới,2200000.0
"100 Âu Cơ, Q9",phòng trọ,cho thuê,10.0,0,đầy đủ,mới,1200000.0
"198 Trường Chinh, Q4",phòng trọ,cho thuê,19.0,0,cơ bản,mới,2500000.0
"97 Nguyễn Huệ, Q5",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,3400000.0
"193 Nguyễn Huệ, Q5",phòng trọ,cho thuê,17.0,0,cơ bản,cũ,1400000.0
"158 Dân Chủ, Q7",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,3200000.0
"8 Lê Lợi, Q8",nhà nguyên căn,bán,33.0,3,không có,tốt,5198800000.0
"85 Phạm Văn Đồng, Q4",phòng trọ,cho thuê,20.0,0,cơ bản,tốt,3000000.0
"46 Pasteur, Q8",phòng trọ,cho thuê,19.0,0,đầy đủ,tốt,2700000.0
"180 Rừng Sác, Q8",phòng trọ,cho thuê,20.0,0,cơ bản,mới,1200000.0
"37 Võ Nguyên Giáp, Q8",phòng trọ,cho thuê,15.0,0,cơ bản,mới,1400000.0
"14 Nguyễn Hữu Cảnh, Q1",phòng trọ,cho thuê,11.0,0,đầy đủ,tốt,1200000.0
"116 Quốc tế, Q10",phòng trọ,cho thuê,12.0,0,đầy đủ,tốt,2400000.0
"109 Bùi Viện, Q7",phòng trọ,cho thuê,10.0,0,cơ bản,mới,900000.0
"118 Công xã Paris, Q1",phòng trọ,cho thuê,9.0,0,cơ bản,tốt,1200000.0
"23 Quốc tế, Q1",phòng trọ,cho thuê,9.0,0,đầy đủ,tốt,700000.0
"128 Võ Nguyên Giáp, Q1",chung cư,bán,75.0,8,cơ bản,mới,5464400000.0
"193 Lê Duẩn, Q2",phòng trọ,cho thuê,12.0,0,đầy đủ,cũ,1600000.0
"5 Nguyễn Huệ, Q8",chung cư,cho thuê,65.0,11,cơ bản,mới,11200000.0
"47 Nguyễn Thị Minh Khai, Q10",phòng trọ,cho thuê,17.0,0,cơ bản,tốt,2300000.0
"173 Nguyễn Huệ, Q1",phòng trọ,cho thuê,17.0,0,đầy đủ,tốt,3800000.0
"200 Quách Thị Trang, Q6",chung cư,bán,65.0,20,đầy đủ,mới,2029100000.0
"111 Lũy Bán Bích, Q1",phòng trọ,cho thuê,19.0,0,đầy đủ,mới,4200000.0
"179 Lũy Bán Bích, Q10",chung cư,bán,124.0,10,không có,cũ,4545600000.0
